TRANSTYPE,DOCNUM,CUSTOMER,CUSTNAME,INVNUMBER,INVDATE,TRANSDATE,SALESPER1,ITEM,DESC,PRICELIST,QTYSHIPPED,INVUNIT,UNITPRICE,EXTINVMISC,TAMOUNT1,INVDISC,TBASE1,DPID,SUBCATID,MSOTR,FMTR,RSMTR,PRODUCTID,SUBDISTNAME,MARKETNAME,CUSTYPE,CUSTYPEDESC,CondID,BRAND,PICKINGSEQ,Cause_Of_Return_ID,SHINUMBER,SHIPDATE,TERMS,DAYENDNUM,AUDTORG,MSOGRP,BILEMAILC,INVDISCPER,TRNSFRED,TRNUMBER,FMID,RSMID,IDEN,DATETIME,CIRCULARNO,BATCHID
1,SKINV110-676760       ,11013143699,Nirvana Health Centre,SKINV110-676760       ,20190703.0,20190703.0,11751   ,1219                    ,OSTOCAL D TAB 500MG 30S                                     ,01    ,2.0,30s       ,157.42,314.84,27.39,3.15,314.84,110079,42494,DK63,DK60,DK,SKF,N/A,Khilgaon,125,Institution,N/A,0,N/A       ,N/A,SKSH110-920908        ,20190703.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,58650076,2019-07-04 02:18:00.200,,09085
1,SKINV110-676760       ,11013143699,Nirvana Health Centre,SKINV110-676760       ,20190703.0,20190703.0,11751   ,1749                    ,TUFNIL 200MG TAB 50S                                        ,01    ,1.0,50s       ,374.82,374.82,65.22,3.75,374.82,110079,42494,DK63,DK60,DK,SKF,N/A,Khilgaon,125,Institution,N/A,0,N/A       ,N/A,SKSH110-920908        ,20190703.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,58650077,2019-07-04 02:18:00.200,,09039
1,SKINV110-676762       ,11013144143,Shariotpur Pharmacy,SKINV110-676762       ,20190703.0,20190703.0,11751   ,1749                    ,TUFNIL 200MG TAB 50S                                        ,01    ,1.0,50s       ,374.82,374.82,65.22,0.0,374.82,110079,42494,DK63,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920910        ,20190703.0,CASH  ,0,MOTSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,58650078,2019-07-04 02:18:00.200,,09039
1,SKINV110-676762       ,11013144143,Shariotpur Pharmacy,SKINV110-676762       ,20190703.0,20190703.0,11751   ,1778                    ,VITOCAL D EFFERVESCENT TAB 10S                              ,01    ,2.0,10s       ,112.44,224.88,19.57,0.0,224.88,110079,42494,DK63,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920910        ,20190703.0,CASH  ,0,MOTSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,58650079,2019-07-04 02:18:00.200,,09032
1,SKINV110-676753       ,11013145668,Family Pharma,SKINV110-676753       ,20190703.0,20190703.0,11957   ,1500                    ,AGGRA 100MG TAB 4S                                          ,01    ,3.0,4s        ,149.93,449.79,26.088,0.0,449.79,110122,42494,DK62,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920901        ,20190703.0,CASH  ,0,MOTSKF,A         ,"Bonus apply, Circula",0.0,0,3,N/A     ,N/A     ,58650080,2019-07-04 02:18:00.200,SC-2018-03-10648,0O901
1,SKINV110-676753       ,11013145668,Family Pharma,SKINV110-676753       ,20190703.0,20190703.0,11957   ,1500                    ,AGGRA 100MG TAB 4S                                          ,00    ,1.0,4s        ,0.0,0.0,0.0,0.0,0.0,110122,42494,DK62,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920901        ,20190703.0,CASH  ,0,MOTSKF,A         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,58650081,2019-07-04 02:18:00.200,SC-2018-03-10648,0O901
1,SKINV110-676753       ,11013145668,Family Pharma,SKINV110-676753       ,20190703.0,20190703.0,8987    ,1102                    ,CARDON 25MG TAB 30S                                         ,01    ,1.0,30s       ,101.2,101.2,17.609,1.01,101.2,110122,42494,CCN41,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920901        ,20190703.0,CASH  ,0,MOTSKF,C         ,Regular Discount    ,0.99802,0,3,N/A     ,N/A     ,58650082,2019-07-04 02:18:00.200,,09003
1,SKINV110-676753       ,11013145668,Family Pharma,SKINV110-676753       ,20190703.0,20190703.0,5431    ,1633                    ,ETORIX 60MG TAB 50S                                         ,01    ,1.0,50s       ,262.37,262.37,45.652,2.62,262.37,110122,42494,DK62,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920901        ,20190703.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,0.99859,0,3,N/A     ,N/A     ,58650083,2019-07-04 02:18:00.200,,08006
1,SKINV110-676753       ,11013145668,Family Pharma,SKINV110-676753       ,20190703.0,20190703.0,11957   ,1379                    ,GASNIL PD 15ML                                              ,01    ,2.0,15ml      ,22.49,44.98,3.913,0.45,44.98,110122,42494,DK62,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920901        ,20190703.0,CASH  ,0,MOTSKF,A         ,Regular Discount    ,1.00044,0,3,N/A     ,N/A     ,58650084,2019-07-04 02:18:00.200,,09010
1,SKINV110-676753       ,11013145668,Family Pharma,SKINV110-676753       ,20190703.0,20190703.0,5431    ,1622                    ,LUMONA 4 FT FLASH TAB 30S                                   ,01    ,1.0,30s       ,134.93,134.93,23.478,1.35,134.93,110122,42494,DK62,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920901        ,20190703.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,1.00052,0,3,N/A     ,N/A     ,58650086,2019-07-04 02:18:00.200,,09006
1,SKINV110-676753       ,11013145668,Family Pharma,SKINV110-676753       ,20190703.0,20190703.0,5431    ,1623                    ,LUMONA 5 FT FLASH TAB 30S                                   ,01    ,1.0,30s       ,179.91,179.91,31.304,1.8,179.91,110122,42494,DK62,DK60,DK,SKF,N/A,Rampura,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-920901        ,20190703.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58650087,2019-07-04 02:18:00.200,,09002
1,SKINV260-354328       ,26021001626,Mukta Pharmacy,SKINV260-354328       ,20190703.0,20190703.0,8866    ,1493                    ,ROXIM 200MG CAP 16S                                         ,01    ,1.0,16s       ,419.79,419.79,73.043,6.3,419.79,26012,42647,CD33,CD30,CD,SKF,N/A,Rangunia,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH260-594820        ,20190703.0,CASH  ,0,CTNSKF,Z         ,Regular Discount    ,1.50075,0,3,N/A     ,N/A     ,58689404,2019-07-04 02:18:00.200,,09004
1,SKINV260-354328       ,26021001626,Mukta Pharmacy,SKINV260-354328       ,20190703.0,20190703.0,8866    ,1749                    ,TUFNIL 200MG TAB 50S                                        ,01    ,2.0,50s       ,374.82,749.64,65.22,11.24,749.64,26012,42647,CD33,CD30,CD,SKF,N/A,Rangunia,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH260-594820        ,20190703.0,CASH  ,0,CTNSKF,Z         ,Regular Discount    ,1.49939,0,3,N/A     ,N/A     ,58689405,2019-07-04 02:18:00.200,,09038
1,SKINV260-354328       ,26021001626,Mukta Pharmacy,SKINV260-354328       ,20190703.0,20190703.0,8866    ,1218                    ,XINC 20MG TAB 60S                                           ,01    ,1.0,60s       ,123.69,123.69,21.52,1.86,123.69,26012,42647,CD33,CD30,CD,SKF,N/A,Rangunia,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH260-594820        ,20190703.0,CASH  ,0,CTNSKF,Z         ,Regular Discount    ,1.50376,0,3,N/A     ,N/A     ,58689406,2019-07-04 02:18:00.200,,09006
1,SKINV260-354328       ,26021001626,Mukta Pharmacy,SKINV260-354328       ,20190703.0,20190703.0,8866    ,1272                    ,XINC B TAB 30S                                              ,01    ,2.0,30s       ,67.47,134.94,11.74,2.02,134.94,26012,42647,CD33,CD30,CD,SKF,N/A,Rangunia,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH260-594820        ,20190703.0,CASH  ,0,CTNSKF,Z         ,Regular Discount    ,1.49696,0,3,N/A     ,N/A     ,58689407,2019-07-04 02:18:00.200,,09015
1,SKINV260-354328       ,26021001626,Mukta Pharmacy,SKINV260-354328       ,20190703.0,20190703.0,8866    ,1471                    ,ZOFRA ODT 4MG TAB 30S                                       ,01    ,1.0,30s       ,112.44,112.44,19.565,1.69,112.44,26012,42647,CD33,CD30,CD,SKF,N/A,Rangunia,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH260-594820        ,20190703.0,CASH  ,0,CTNSKF,Z         ,Regular Discount    ,1.50302,0,3,N/A     ,N/A     ,58689408,2019-07-04 02:18:00.200,,09010
1,SKINV260-354328       ,26021001626,Mukta Pharmacy,SKINV260-354328       ,20190703.0,20190703.0,8866    ,1472                    ,ZOFRA ODT 8MG TAB 30S                                       ,01    ,2.0,30s       ,224.89,449.78,39.131,6.75,449.78,26012,42647,CD33,CD30,CD,SKF,N/A,Rangunia,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH260-594820        ,20190703.0,CASH  ,0,CTNSKF,Z         ,Regular Discount    ,1.50073,0,3,N/A     ,N/A     ,58689409,2019-07-04 02:18:00.200,,09040
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,8229    ,1779                    ,PEPTIL H 150MG TAB 210S                                     ,01    ,2.0,210s      ,210.22,420.44,54.78,0.0,420.44,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,A         ,Special Rate and vat,0.0,0,3,N/A     ,N/A     ,58689410,2019-07-04 02:18:00.200,,09039
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,11560   ,1663                    ,ESORAL 20MG TAB 112S                                        ,01    ,1.0,112s      ,419.79,419.79,73.04,4.2,419.79,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58689411,2019-07-04 02:18:00.200,,09013
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,11560   ,1580                    ,KILMAX 250MG TAB 16S                                        ,01    ,2.0,16s       ,299.85,599.7,52.174,6.0,599.7,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,58689412,2019-07-04 02:18:00.200,,08016
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,8229    ,1784                    ,LOSECTIL 20MG CAP 120S                                      ,01    ,2.0,120s      ,449.77,899.54,78.26,9.0,899.54,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,A         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,58689413,2019-07-04 02:18:00.200,,09088
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,11560   ,1749                    ,TUFNIL 200MG TAB 50S                                        ,01    ,1.0,50s       ,374.82,374.82,65.22,3.75,374.82,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,B         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,58689414,2019-07-04 02:18:00.200,,09036
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,11560   ,1424                    ,ZITHROX 20ML POWDER FOR SUSPENSION                          ,01    ,6.0,20ml      ,71.21,427.26,12.39,4.27,427.26,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,B         ,Regular Discount    ,0.99939,0,3,N/A     ,N/A     ,58689415,2019-07-04 02:18:00.200,,09007
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,11560   ,1427                    ,ZITHROX 500MG TAB 12S                                       ,01    ,2.0,12s       ,314.84,629.68,54.782,6.3,629.68,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,B         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,58689416,2019-07-04 02:18:00.200,,09006
1,SKINV340-316528       ,34091100138,Asik  Pharmacy,SKINV340-316528       ,20190703.0,20190703.0,11560   ,1425                    ,ZITHROX DRY SUS 35ML                                        ,01    ,4.0,35ml      ,104.95,419.8,18.261,4.2,419.8,34059,42647,DT62,DT60,DT,SKF,N/A,Nobabgonj,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-498615        ,20190702.0,CREDIT,0,DNJSKF,B         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,58689417,2019-07-04 02:18:00.200,,09011
1,SKINV430-321375       ,43061000963,Al Amin Pharmacy,SKINV430-321375       ,20190703.0,20190703.0,6957    ,1779                    ,PEPTIL H 150MG TAB 210S                                     ,01    ,2.0,210s      ,210.22,420.44,54.78,0.0,420.44,430034,42647,KC81,KC80,KC,SKF,N/A,Bheramara,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH430-336431        ,20190703.0,CASH  ,0,KUSSKF,A         ,Special Rate and vat,0.0,0,3,N/A     ,N/A     ,58689418,2019-07-04 02:18:00.200,,9053
1,SKINV430-321375       ,43061000963,Al Amin Pharmacy,SKINV430-321375       ,20190703.0,20190703.0,6957    ,1783                    ,BILTIN 20MG TAB 20S                                         ,01    ,2.0,20s       ,224.89,449.78,39.13,6.75,449.78,430034,42647,KC81,KC80,KC,SKF,N/A,Bheramara,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH430-336431        ,20190703.0,CASH  ,0,KUSSKF,A         ,Regular Discount    ,1.50073,0,3,N/A     ,N/A     ,58689419,2019-07-04 02:18:00.200,,09002
1,SKINV140-281093       ,14015120288,Mayer Dua Medical Hall,SKINV140-281093       ,20190722.0,20190722.0,16906   ,1784                    ,LOSECTIL 20MG CAP 120S                                      ,01    ,1.0,120s      ,449.77,449.77,78.26,0.0,449.77,140018,42647,MS62,MS60,MS,SKF,N/A,Fulbaria,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH140-287211        ,20190722.0,CASH  ,0,MYMSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,61845273,2019-07-23 02:20:57.110,,09086
1,SKINV140-281093       ,14015120288,Mayer Dua Medical Hall,SKINV140-281093       ,20190722.0,20190722.0,16906   ,1273                    ,NRG 10GM PFS 20S                                            ,01    ,1.0,20s       ,74.96,74.96,13.043,0.0,74.96,140018,42647,MS62,MS60,MS,SKF,N/A,Fulbaria,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH140-287211        ,20190722.0,CASH  ,0,MYMSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,61845274,2019-07-23 02:20:57.110,,0A9072
1,SKINV140-281093       ,14015120288,Mayer Dua Medical Hall,SKINV140-281093       ,20190722.0,20190722.0,7237    ,1445                    ,OSTOCAL D TAB 20S                                           ,01    ,1.0,20s       ,104.95,104.95,18.26,0.0,104.95,140018,42647,MS62,MS60,MS,SKF,N/A,Fulbaria,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH140-287211        ,20190722.0,CASH  ,0,MYMSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,61845275,2019-07-23 02:20:57.110,,09092
1,SKINV210-464060       ,21021000729,Sarbokhonik Sheba Prokolpo,SKINV210-464060       ,20190722.0,20190722.0,200116  ,1300                    ,HANDIRUB 50ML SOL                                           ,01    ,2.0,50ml      ,29.99,59.98,5.218,0.0,59.98,210017,42647,CS71,CS70,CS,SKF,N/A,Sitakunda,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH210-704636        ,20190722.0,CASH  ,0,CTGSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,61845276,2019-07-23 02:20:57.110,,09003
1,SKINV210-464060       ,21021000729,Sarbokhonik Sheba Prokolpo,SKINV210-464060       ,20190722.0,20190722.0,2722    ,1784                    ,LOSECTIL 20MG CAP 120S                                      ,01    ,1.0,120s      ,449.77,449.77,78.26,0.0,449.77,210017,42647,CS71,CS70,CS,SKF,N/A,Sitakunda,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH210-704636        ,20190722.0,CASH  ,0,CTGSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,61845277,2019-07-23 02:20:57.110,,09096
1,SKINV340-324125       ,34091102971,Bhai Bhai Pharmacy,SKINV340-324125       ,20190722.0,20190722.0,7484    ,1580                    ,KILMAX 250MG TAB 16S                                        ,01    ,1.0,16s       ,299.85,299.85,52.174,3.0,299.85,34058,42647,DT43,DT40,DT,SKF,N/A,Boda Dt43B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-506182        ,20190722.0,CASH  ,0,DNJSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,61845278,2019-07-23 02:20:57.110,,09006
1,SKINV340-324125       ,34091102971,Bhai Bhai Pharmacy,SKINV340-324125       ,20190722.0,20190722.0,7484    ,1170                    ,NORIUM 5MG TAB 100S                                         ,01    ,1.0,100s      ,262.37,262.37,45.652,2.62,262.37,34058,42647,DT43,DT40,DT,SKF,N/A,Boda Dt43B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-506182        ,20190722.0,CASH  ,0,DNJSKF,B         ,Regular Discount    ,0.99859,0,3,N/A     ,N/A     ,61845279,2019-07-23 02:20:57.110,,09006
1,SKINV340-324125       ,34091102971,Bhai Bhai Pharmacy,SKINV340-324125       ,20190722.0,20190722.0,13296   ,1404                    ,ZOFRA IM IV INJ 8MG 5S                                      ,01    ,2.0,5s        ,112.44,224.88,19.565,2.25,224.88,34058,42647,DT43,DT40,DT,SKF,N/A,Boda Dt43B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-506182        ,20190722.0,CASH  ,0,DNJSKF,A         ,Regular Discount    ,1.00053,0,3,N/A     ,N/A     ,61845280,2019-07-23 02:20:57.110,,08024
1,SKINV340-324125       ,34091102971,Bhai Bhai Pharmacy,SKINV340-324125       ,20190722.0,20190722.0,13296   ,1472                    ,ZOFRA ODT 8MG TAB 30S                                       ,01    ,1.0,30s       ,224.89,224.89,39.131,2.25,224.89,34058,42647,DT43,DT40,DT,SKF,N/A,Boda Dt43B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-506182        ,20190722.0,CASH  ,0,DNJSKF,A         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,61845281,2019-07-23 02:20:57.110,,09046
1,SKINV150-272665       ,90000023910,Kabir Medical Hall,SKINV150-272665       ,20190722.0,20190722.0,8277    ,1717                    ,DEXPOTEN PLUS 100ML SYRUP                                   ,01    ,3.0,100ml     ,74.96,224.88,13.04,2.25,224.88,150045,42647,TJ51,TJ50,TJ,SKF,N/A,Mirzapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH150-288616        ,20190722.0,CASH  ,0,TGLSKF,A         ,Regular Discount    ,1.00053,0,3,N/A     ,N/A     ,61845283,2019-07-23 02:20:57.110,,09058
1,SKINV150-272665       ,90000023910,Kabir Medical Hall,SKINV150-272665       ,20190722.0,20190722.0,8277    ,1784                    ,LOSECTIL 20MG CAP 120S                                      ,01    ,1.0,120s      ,449.77,449.77,78.26,4.5,449.77,150045,42647,TJ51,TJ50,TJ,SKF,N/A,Mirzapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH150-288616        ,20190722.0,CASH  ,0,TGLSKF,A         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,61845284,2019-07-23 02:20:57.110,,09085
1,SKINV150-272665       ,90000023910,Kabir Medical Hall,SKINV150-272665       ,20190722.0,20190722.0,14994   ,1451                    ,TAMEN SYP 60ML                                              ,01    ,24.0,60ml      ,15.5,372.0,2.697,3.72,372.0,150045,42647,TJ51,TJ50,TJ,SKF,N/A,Mirzapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH150-288616        ,20190722.0,CASH  ,0,TGLSKF,B         ,Regular Discount    ,1.0,0,3,N/A     ,N/A     ,61845285,2019-07-23 02:20:57.110,,09036
1,SKINV210-464059       ,90000010728,M s Feroza Pharmacy,SKINV210-464059       ,20190722.0,20190722.0,200116  ,1612                    ,ESORAL 20MG CAP 60S                                         ,01    ,1.0,60s       ,314.84,314.84,54.782,3.15,314.84,210017,42647,CS71,CS70,CS,SKF,N/A,Fakirhat,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH210-704635        ,20190722.0,CASH  ,0,CTGSKF,B         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,61845286,2019-07-23 02:20:57.110,,09023
1,SKINV210-464059       ,90000010728,M s Feroza Pharmacy,SKINV210-464059       ,20190722.0,20190722.0,200116  ,1663                    ,ESORAL 20MG TAB 112S                                        ,01    ,2.0,112s      ,419.79,839.58,73.04,8.39,839.58,210017,42647,CS71,CS70,CS,SKF,N/A,Fakirhat,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH210-704635        ,20190722.0,CASH  ,0,CTGSKF,B         ,Regular Discount    ,0.99931,0,3,N/A     ,N/A     ,61845287,2019-07-23 02:20:57.110,,09016
1,SKINV340-324126       ,34091101295,Noyon Pharmacy,SKINV340-324126       ,20190722.0,20190722.0,13296   ,1783                    ,BILTIN 20MG TAB 20S                                         ,01    ,1.0,20s       ,224.89,224.89,39.13,3.37,224.89,34058,42647,DT43,DT40,DT,SKF,N/A,Sakua Dt43B,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-506183        ,20190722.0,CASH  ,0,DNJSKF,A         ,Regular Discount    ,1.49851,0,3,N/A     ,N/A     ,61845288,2019-07-23 02:20:57.110,,09004
1,SKINV180-242820       ,90000019780,Sarker Medical Hall,SKINV180-242820       ,20190704.0,20190704.0,16902   ,1620                    ,VALENTY 20MG TAB 4S                                         ,01    ,2.0,4s        ,179.91,359.82,31.304,5.4,359.82,180050,42494,BB81,BB80,BB,SKF,N/A,B Baria City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH180-259527        ,20190704.0,CASH  ,0,VRBSKF,B         ,Regular Discount    ,1.50075,0,3,N/A     ,N/A     ,58806431,2019-07-05 02:17:16.553,,09004
1,SKINV180-242820       ,90000019780,Sarker Medical Hall,SKINV180-242820       ,20190704.0,20190704.0,8886    ,1272                    ,XINC B TAB 30S                                              ,01    ,10.0,30s       ,67.47,674.7,11.74,10.12,674.7,180050,42494,BB81,BB80,BB,SKF,N/A,B Baria City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH180-259527        ,20190704.0,CASH  ,0,VRBSKF,A         ,Regular Discount    ,1.49993,0,3,N/A     ,N/A     ,58806432,2019-07-05 02:17:16.553,,09017
1,SKINV320-312116       ,90000021994,Sabnam Pharmacy,SKINV320-312116       ,20190704.0,20190704.0,5345    ,1087                    ,XINC SYP 100 ML                                             ,00    ,2.0,100ml     ,0.0,0.0,0.0,0.0,0.0,320021,42492,WS25,WS20,WS,SKF,N/A,Bogra City,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH320-320885        ,20190704.0,CASH  ,0,BOGSKF,Z         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,58806434,2019-07-05 02:17:16.553,SC-2019-06-10855,09041
1,SKINV320-312116       ,90000021994,Sabnam Pharmacy,SKINV320-312116       ,20190704.0,20190704.0,5345    ,1518                    ,TAPENTA 100MG TAB 10S                                       ,01    ,10.0,10s       ,187.41,1874.1,32.61,0.0,1874.1,320021,42492,WS25,WS20,WS,SKF,N/A,Bogra City,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH320-320885        ,20190704.0,CASH  ,0,BOGSKF,Z         ,Declared Item       ,0.0,0,3,N/A     ,N/A     ,58806435,2019-07-05 02:17:16.553,,09021
1,SKINV510-342314       ,90000005499,Popular Pharmacy,SKINV510-342314       ,20190704.0,20190704.0,14696   ,1784                    ,LOSECTIL 20MG CAP 120S                                      ,01    ,1.0,120s      ,449.77,449.77,78.26,0.0,449.77,510012,42494,BM14,BM10,BM,SKF,N/A,Barisal Metro,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH510-365018        ,20190704.0,CASH  ,0,BSLSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,58806436,2019-07-05 02:17:16.553,,09070
1,SKINV510-342314       ,90000005499,Popular Pharmacy,SKINV510-342314       ,20190704.0,20190704.0,14696   ,1472                    ,ZOFRA ODT 8MG TAB 30S                                       ,01    ,1.0,30s       ,224.89,224.89,39.131,0.0,224.89,510012,42494,BM14,BM10,BM,SKF,N/A,Barisal Metro,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH510-365018        ,20190704.0,CASH  ,0,BSLSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,58806437,2019-07-05 02:17:16.553,,09043
1,SKINV180-242790       ,18030101325,Kismot Medical Hall,SKINV180-242790       ,20190704.0,20190704.0,17165   ,1107                    ,AROCEF 500MG CAP 24S                                        ,01    ,1.0,24s       ,269.87,269.87,46.957,4.05,269.87,180016,42645,BB85,BB80,BB,SKF,N/A,B Baria City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH180-259497        ,20190703.0,CASH  ,0,VRBSKF,Z         ,Regular Discount    ,1.50072,0,3,N/A     ,N/A     ,58806438,2019-07-05 02:17:16.553,,09001
1,SKINV180-242790       ,18030101325,Kismot Medical Hall,SKINV180-242790       ,20190704.0,20190704.0,17165   ,1344                    ,CLORON 0.5MG TAB 100S                                       ,01    ,1.0,100s      ,449.78,449.78,78.26,6.75,449.78,180016,42645,BB85,BB80,BB,SKF,N/A,B Baria City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH180-259497        ,20190703.0,CASH  ,0,VRBSKF,Z         ,Regular Discount    ,1.50073,0,3,N/A     ,N/A     ,58806439,2019-07-05 02:17:16.553,,09004
